feature,importance
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__phapecoctavirus.s__phapecoctavirus_nieznany,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__phapecoctavirus.s__phapecoctavirus_ro121c4ylvw,0.0
k__archaea.p__euryarchaeota.c__methanobacteria.o__methanobacteriales.f__methanobacteriaceae.g__methanosphaera.s__methanosphaera_sp_rholeuam74,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__phapecoctavirus.s__phapecoctavirus_tuntematon,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__phapecoctavirus.s__phapecoctavirus_ukendt,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__punavirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__punavirus.s__punavirus_rcs47,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__nocardiaceae.g__rhodococcus.s__rhodococcus_hoagii,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__saltrevirus.s__saltrevirus_sv64795sal3,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__sashavirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__sashavirus.s__sashavirus_sasha,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_a16,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_ascc273,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__mycobacteriaceae.g__mycolicibacterium.s__mycolicibacterium_obuense,0.0
k__archaea.p__euryarchaeota.c__methanobacteria.o__methanobacteriales.f__methanobacteriaceae.g__methanobrevibacter.s__methanobrevibacter_woesei,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__nonanavirus.s__nonanavirus_nv9na,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__brevibacteriaceae,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__mooglevirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__kagunavirus.s__kagunavirus_golestan,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__brevibacteriaceae.g__brevibacterium.s__brevibacterium_aurantiacum,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__jerseyvirus.s__jerseyvirus_se2,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__jerseyvirus.s__jerseyvirus_setp13,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__jerseyvirus.s__jerseyvirus_setp3,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__jerseyvirus.s__jerseyvirus_setp7,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__jerseyvirus.s__jerseyvirus_sp101,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__jerseyvirus.s__jerseyvirus_ss3e,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__jerseyvirus.s__salmonella_phage_vb_sens-ent2,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__kagunavirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__kagunavirus.s__kagunavirus_k1g,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__brevibacteriaceae.g__brevibacterium,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__kagunavirus.s__kagunavirus_k1h,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__kagunavirus.s__kagunavirus_k1ind1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__kagunavirus.s__kagunavirus_k1ind2,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__kagunavirus.s__kagunavirus_rp180,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__kolesnikvirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__kolesnikvirus.s__kolesnikvirus_ea214,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__machinavirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__machinavirus.s__erwinia_phage_vb_eamm_caitlin,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__marfavirus,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__mycobacteriaceae.g__mycolicibacterium.s__mycolicibacterium_fortuitum,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_chpc129,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_chpc362,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__suspvirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv38507,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv42,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv512,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv57001,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__gordoniaceae.g__gordonia,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__gordoniaceae,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv7,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv712,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv8v08,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__suspvirus.s__suspvirus_susp2,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv340,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__traversvirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__traversvirus.s__traversvirus_min27,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__unaquatrovirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__unaquatrovirus.s__unaquatrovirus_uv1a4,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__corynebacteriaceae.g__corynebacterium.s__corynebacterium_tuberculostearicum,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.o__crassvirales.f__suoliviridae.g__cacepaovirus.s__cacepaovirus_simiae,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__corynebacteriaceae.g__corynebacterium.s__corynebacterium_striatum,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__corynebacteriaceae.g__corynebacterium.s__corynebacterium_sp_hmsc08a12,0.0
k__viruses.k__shotokuvirae.p__cressdnaviricota.c__arfiviricetes.o__cirlivirales.f__circoviridae,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv38503,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__gordoniaceae.g__gordonia.s__gordonia_alkanivorans,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_chpc52,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_lp8511,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_chpc959,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_chpc965,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_e1127,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_f0139,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__mycobacteriaceae.g__mycolicibacterium,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_jf1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_jm3,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__mycobacteriaceae.g__mycobacterium.s__mycobacterium_avium,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_lp0903,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_lp9404,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv193,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_mv10l,0.0
k__archaea.p__euryarchaeota.c__methanobacteria.o__methanobacteriales.f__methanobacteriaceae.g__methanobrevibacter.s__methanobrevibacter_oralis,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_p272,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_p475,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__mycobacteriaceae.g__mycobacterium,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__mycobacteriaceae,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__gordoniaceae.g__gordonia.s__gordonia_jacobaea,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__gordoniaceae.g__gordonia.s__gordonia_amicalis,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv16w23,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__brevibacteriaceae.g__brevibacterium.s__brevibacterium_linens,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__hungariovirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__tlsvirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__goslarvirus.s__goslarvirus_goslar,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_sweeny,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_wv1513,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__herelleviridae.g__hopescreekvirus.s__hopescreekvirus_lfeinf,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__dermabacteraceae.g__brachybacterium,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__schitoviridae.g__kaypoctavirus,0.0
k__archaea.p__euryarchaeota.c__thermoplasmata.o__methanomassiliicoccales.f__methanomassiliicoccales_unclassified.g__methanomassiliicoccales_unclassified.s__methanomassiliicoccales_archaeon_rumen_m1,0.0
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__enterobacteriales.f__enterobacteriaceae.g__raoultella,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__siphoviridae.s__enterococcus_phage_ime-efm5,0.0
k__archaea.p__euryarchaeota.c__thermoplasmata.o__methanomassiliicoccales.f__methanomassiliicoccales_unclassified.g__methanomassiliicoccales_unclassified,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__siphoviridae.s__streptococcus_virus_9873,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__straboviridae.g__moonvirus.s__moonvirus_cf1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__straboviridae.g__tequatrovirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__straboviridae.g__tequatrovirus.s__tequatrovirus_ecnp1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__straboviridae.g__tequatrovirus.s__tequatrovirus_gee4498,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__straboviridae.g__tequatrovirus.s__tequatrovirus_gee9062,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__straboviridae.g__tequatrovirus.s__tequatrovirus_sf24,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__straboviridae.g__tequatrovirus.s__tequatrovirus_teqskov,0.0
k__archaea.p__euryarchaeota.c__thermoplasmata.o__methanomassiliicoccales.f__methanomassiliicoccales_unclassified,0.0
k__archaea.p__euryarchaeota.c__thermoplasmata.o__methanomassiliicoccales.f__methanomassiliicoccaceae.g__candidatus_methanomethylophilus.s__candidatus_methanomethylophilus_sp_1r26,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__asteriusvirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__asteriusvirus.s__asteriusvirus_av121q,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_sushi,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_sin4,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_shelby,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__warwickvirus.s__warwickvirus_tonnikala,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__tlsvirus.s__tlsvirus_tls,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__dermacoccaceae.g__kytococcus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__warwickvirus.s__warwickvirus_jk16,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__warwickvirus.s__warwickvirus_mar001j1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__warwickvirus.s__warwickvirus_secphi27,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__actinomycetaceae.g__actinobaculum.s__actinobaculum_massiliense,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__warwickvirus.s__warwickvirus_swan01,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__warwickvirus.s__warwickvirus_tonijn,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__warwickvirus.s__warwickvirus_tonn,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__warwickvirus.s__warwickvirus_tunus,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__dermabacteraceae.g__brachybacterium.s__brachybacterium_muris,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__warwickvirus.s__warwickvirus_wv95,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__dermacoccaceae,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__klebsiella_virus_njs2,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__dermabacteraceae.g__dermabacter.s__dermabacter_vaginalis,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__dermabacteraceae.g__dermabacter.s__dermabacter_hominis,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_klppou149,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__dermabacteraceae.g__dermabacter,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_kpcol1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_mezzogao,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__asteriusvirus.s__asteriusvirus_pbeco4,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__bingvirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__bingvirus.s__bingvirus_bing,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_hy02,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__dhillonvirus.s__escherichia_phage_slur05,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__brevibacteriaceae.g__brevibacterium.s__brevibacterium_paucivorans,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__brevibacteriaceae.g__brevibacterium.s__brevibacterium_mcbrellneri,0.0
k__archaea.p__euryarchaeota.c__thermococci.o__thermococcales.f__thermococcaceae.g__pyrococcus.s__pyrococcus_yayanosii,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_bps15q2,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_bps17l1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_bps17w1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_ec6,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_felixo1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_jh2,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__dhillonvirus.s__escherichia_phage_envy,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_mushroom,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_si3,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_sp116,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_tp1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_uab87,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_wv8,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__fernvirus,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__fernvirus.s__fernvirus_p123,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__brevibacteriaceae.g__brevibacterium.s__brevibacterium_luteolum,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__dhillonvirus.s__escherichia_phage_gluttony,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__dhillonvirus.s__dhillonvirus_yd2008s,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_bibbam4,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_cv20r03m,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_bibbe1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_c2,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_chpc1020,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_chpc116,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__dermabacteraceae,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_chpc1182,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_chpc1183,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_chpc1242,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_cv05802,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_cv37203,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__dhillonvirus.s__dhillonvirus_so1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_cv62402,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_pcs1,0.0
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__lactococcus_phage_m6165,0.0
k__bacteria.p__actinobacteria.c__actinobacteria.o__micrococcales.f__brevibacteriaceae.g__brevibacterium.s__brevibacterium_ravenspurgense,0.0
